CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
605.0,26.0,8.0,117899.95,1.0,1.0,0.0,147964.99,0.0,0,1,1,0,0
597.0,72.0,1.0,0.0,2.0,1.0,1.0,146511.2,0.0,1,0,0,0,1
605.0,28.0,9.0,87946.39,1.0,1.0,1.0,115818.51,0.0,1,0,0,1,0
537.0,48.0,1.0,0.0,1.0,1.0,1.0,160968.44,1.0,1,0,1,0,0
731.0,35.0,1.0,0.0,2.0,0.0,1.0,176982.41,0.0,1,0,1,0,0
559.0,32.0,3.0,0.0,2.0,1.0,1.0,86927.53,0.0,0,1,1,0,0
627.0,45.0,4.0,0.0,1.0,1.0,0.0,160593.48,0.0,0,1,1,0,0
581.0,43.0,5.0,0.0,2.0,1.0,0.0,64448.36,0.0,0,1,1,0,0
621.0,34.0,1.0,0.0,1.0,1.0,0.0,181224.56,0.0,1,0,1,0,0
544.0,41.0,7.0,0.0,2.0,1.0,1.0,182867.84,0.0,1,0,1,0,0
575.0,39.0,6.0,0.0,1.0,0.0,0.0,105760.01,1.0,0,1,0,0,1
703.0,44.0,3.0,0.0,2.0,1.0,0.0,64443.75,0.0,1,0,1,0,0
782.0,38.0,6.0,99546.25,1.0,0.0,0.0,102908.91,0.0,0,1,0,0,1
686.0,39.0,1.0,91219.29,1.0,1.0,0.0,74850.84,0.0,0,1,1,0,0
732.0,33.0,4.0,0.0,2.0,0.0,1.0,169498.61,0.0,0,1,1,0,0
627.0,38.0,2.0,0.0,1.0,1.0,1.0,151169.83,0.0,0,1,1,0,0
675.0,40.0,4.0,0.0,2.0,1.0,1.0,180800.34,0.0,0,1,1,0,0
663.0,45.0,7.0,0.0,1.0,1.0,1.0,88407.31,0.0,0,1,1,0,0
629.0,43.0,4.0,0.0,2.0,0.0,1.0,133692.88,0.0,0,1,1,0,0
568.0,55.0,1.0,0.0,1.0,1.0,0.0,116973.19,1.0,1,0,1,0,0
748.0,38.0,3.0,103391.38,1.0,1.0,0.0,47388.41,1.0,0,1,0,1,0
595.0,31.0,7.0,118400.91,1.0,1.0,1.0,137028.51,0.0,1,0,1,0,0
593.0,38.0,4.0,142631.54,2.0,1.0,0.0,175310.78,1.0,0,1,0,1,0
607.0,50.0,9.0,0.0,1.0,1.0,0.0,171706.66,1.0,0,1,0,0,1
622.0,42.0,6.0,0.0,2.0,1.0,0.0,170893.85,0.0,1,0,1,0,0
619.0,35.0,1.0,0.0,1.0,1.0,1.0,88566.9,0.0,1,0,1,0,0
686.0,35.0,8.0,0.0,2.0,0.0,1.0,161519.77,0.0,0,1,1,0,0
677.0,52.0,3.0,102908.91,1.0,1.0,1.0,9241.78,1.0,0,1,0,0,1
590.0,36.0,2.0,0.0,2.0,1.0,0.0,86490.09,0.0,1,0,1,0,0
521.0,35.0,8.0,0.0,2.0,1.0,1.0,58976.85,0.0,0,1,0,0,1
597.0,39.0,2.0,0.0,2.0,0.0,1.0,115068.99,0.0,1,0,1,0,0
726.0,37.0,9.0,0.0,2.0,0.0,0.0,50488.91,0.0,0,1,0,0,1
506.0,51.0,4.0,0.0,2.0,1.0,1.0,49676.33,0.0,1,0,0,0,1
595.0,41.0,4.0,0.0,2.0,0.0,1.0,74532.04,0.0,0,1,1,0,0
651.0,51.0,3.0,0.0,1.0,1.0,0.0,180598.86,1.0,1,0,1,0,0
632.0,44.0,4.0,0.0,2.0,0.0,1.0,115429.32,0.0,1,0,1,0,0
619.0,39.0,2.0,0.0,2.0,1.0,0.0,91429.74,0.0,0,1,1,0,0
598.0,50.0,6.0,0.0,1.0,1.0,0.0,132034.13,1.0,0,1,1,0,0
686.0,40.0,8.0,0.0,2.0,1.0,1.0,112202.64,0.0,1,0,1,0,0
682.0,51.0,4.0,0.0,1.0,1.0,1.0,152567.75,1.0,0,1,1,0,0
677.0,22.0,9.0,113792.49,2.0,1.0,1.0,119216.46,0.0,1,0,0,1,0
686.0,34.0,8.0,134919.85,1.0,0.0,0.0,151401.66,0.0,1,0,1,0,0
773.0,29.0,8.0,129748.54,1.0,1.0,1.0,117036.38,0.0,1,0,1,0,0
605.0,32.0,7.0,118889.66,1.0,1.0,1.0,120380.12,0.0,0,1,0,1,0
763.0,35.0,5.0,164701.68,1.0,1.0,1.0,55313.44,0.0,0,1,1,0,0
732.0,42.0,6.0,0.0,2.0,1.0,1.0,184524.65,0.0,0,1,1,0,0
543.0,29.0,8.0,84445.68,1.0,0.0,0.0,118862.08,0.0,0,1,1,0,0
707.0,31.0,7.0,0.0,2.0,0.0,0.0,182055.31,0.0,1,0,1,0,0
622.0,36.0,4.0,122831.58,2.0,1.0,1.0,152873.31,0.0,1,0,0,1,0
651.0,36.0,1.0,129855.32,1.0,0.0,1.0,120893.07,0.0,1,0,0,0,1
651.0,39.0,1.0,120911.75,1.0,0.0,1.0,152577.62,0.0,0,1,0,1,0
590.0,35.0,0.0,0.0,1.0,1.0,0.0,131736.23,1.0,1,0,0,0,1
756.0,33.0,6.0,0.0,2.0,1.0,0.0,185599.67,0.0,1,0,1,0,0
696.0,51.0,5.0,0.0,2.0,1.0,1.0,173464.43,0.0,0,1,1,0,0
577.0,33.0,3.0,141287.15,2.0,0.0,0.0,140780.8,0.0,0,1,0,1,0
554.0,47.0,9.0,113829.45,1.0,1.0,1.0,78942.59,0.0,0,1,1,0,0
588.0,35.0,8.0,0.0,1.0,1.0,1.0,109057.56,0.0,1,0,1,0,0
746.0,33.0,9.0,0.0,2.0,1.0,0.0,165626.6,0.0,1,0,0,0,1
607.0,35.0,6.0,0.0,2.0,0.0,1.0,126726.33,0.0,1,0,1,0,0
678.0,38.0,5.0,106116.56,2.0,1.0,1.0,124872.42,0.0,0,1,0,0,1
553.0,45.0,3.0,141792.61,2.0,1.0,1.0,147055.87,0.0,0,1,1,0,0
684.0,30.0,9.0,0.0,2.0,1.0,1.0,91406.62,0.0,1,0,0,0,1
739.0,43.0,9.0,0.0,1.0,1.0,1.0,152884.85,1.0,1,0,1,0,0
545.0,54.0,2.0,0.0,1.0,1.0,1.0,62810.91,1.0,1,0,1,0,0
678.0,24.0,7.0,139265.63,2.0,1.0,1.0,6057.81,0.0,0,1,0,1,0
730.0,34.0,7.0,0.0,2.0,1.0,1.0,125877.22,0.0,1,0,1,0,0
613.0,41.0,6.0,0.0,2.0,1.0,1.0,126515.87,0.0,0,1,1,0,0
603.0,38.0,5.0,0.0,2.0,1.0,0.0,145593.85,0.0,0,1,1,0,0
649.0,46.0,5.0,0.0,1.0,1.0,0.0,167573.07,1.0,0,1,1,0,0
676.0,34.0,2.0,0.0,2.0,1.0,1.0,155711.64,0.0,0,1,1,0,0
661.0,29.0,9.0,146548.79,1.0,1.0,0.0,9241.78,0.0,0,1,0,0,1
497.0,29.0,1.0,0.0,2.0,1.0,0.0,110784.42,0.0,0,1,1,0,0
699.0,52.0,3.0,145081.73,1.0,1.0,0.0,65951.65,1.0,1,0,0,0,1
576.0,37.0,1.0,0.0,2.0,1.0,0.0,180716.1,0.0,1,0,1,0,0
744.0,37.0,6.0,125845.66,1.0,0.0,1.0,159475.08,0.0,1,0,1,0,0
667.0,23.0,3.0,0.0,2.0,1.0,0.0,181224.56,0.0,1,0,1,0,0
584.0,42.0,9.0,0.0,1.0,1.0,0.0,124592.84,1.0,1,0,1,0,0
774.0,35.0,2.0,0.0,2.0,1.0,1.0,176925.69,0.0,0,1,1,0,0
631.0,27.0,1.0,123894.43,1.0,1.0,0.0,73073.68,0.0,0,1,1,0,0
502.0,34.0,4.0,0.0,1.0,1.0,1.0,121483.72,0.0,0,1,1,0,0
721.0,36.0,8.0,0.0,4.0,0.0,1.0,93524.19,1.0,0,1,1,0,0
637.0,38.0,7.0,0.0,2.0,1.0,0.0,62700.08,0.0,1,0,1,0,0
691.0,34.0,8.0,0.0,2.0,1.0,1.0,88890.75,0.0,1,0,1,0,0
678.0,37.0,7.0,0.0,1.0,0.0,1.0,105898.79,0.0,0,1,1,0,0
630.0,38.0,7.0,0.0,2.0,1.0,0.0,162697.93,0.0,1,0,1,0,0
706.0,43.0,10.0,187861.18,1.0,0.0,0.0,142400.27,0.0,0,1,0,1,0
503.0,41.0,8.0,0.0,2.0,1.0,0.0,97628.08,0.0,0,1,1,0,0
637.0,40.0,4.0,0.0,2.0,0.0,1.0,183575.01,0.0,0,1,0,0,1
653.0,44.0,3.0,116576.45,1.0,0.0,0.0,92612.88,0.0,0,1,1,0,0
753.0,38.0,6.0,0.0,2.0,1.0,1.0,57762.0,0.0,1,0,1,0,0
687.0,35.0,9.0,0.0,1.0,1.0,0.0,120145.56,0.0,0,1,0,0,1
659.0,32.0,4.0,152400.51,1.0,1.0,1.0,15897.77,0.0,0,1,1,0,0
622.0,44.0,5.0,0.0,2.0,1.0,0.0,133570.29,0.0,0,1,1,0,0
757.0,36.0,9.0,0.0,2.0,1.0,0.0,129870.93,0.0,0,1,1,0,0
710.0,36.0,8.0,0.0,2.0,0.0,1.0,131716.52,0.0,0,1,1,0,0
588.0,43.0,2.0,0.0,1.0,1.0,0.0,103396.08,1.0,0,1,1,0,0
753.0,50.0,6.0,156815.71,1.0,1.0,0.0,109153.04,0.0,1,0,1,0,0
671.0,19.0,8.0,0.0,2.0,1.0,0.0,155061.97,0.0,0,1,1,0,0
695.0,32.0,5.0,0.0,2.0,1.0,0.0,163427.18,0.0,0,1,1,0,0
709.0,28.0,2.0,0.0,2.0,1.0,1.0,131718.12,0.0,1,0,1,0,0
663.0,38.0,4.0,132934.89,2.0,1.0,1.0,134417.31,0.0,0,1,0,1,0
657.0,47.0,0.0,115796.7,2.0,1.0,1.0,84920.49,0.0,0,1,0,1,0
790.0,33.0,1.0,142862.27,1.0,1.0,0.0,134417.31,0.0,0,1,0,1,0
729.0,28.0,8.0,74989.58,1.0,1.0,0.0,54448.52,0.0,1,0,0,1,0
613.0,33.0,4.0,0.0,2.0,0.0,0.0,142331.85,0.0,1,0,1,0,0
594.0,32.0,6.0,0.0,2.0,1.0,1.0,120540.83,0.0,1,0,1,0,0
628.0,37.0,9.0,0.0,2.0,1.0,1.0,72927.68,0.0,0,1,1,0,0
675.0,34.0,4.0,0.0,1.0,1.0,1.0,117035.79,1.0,1,0,1,0,0
833.0,35.0,6.0,0.0,2.0,1.0,1.0,71379.92,0.0,0,1,1,0,0
682.0,59.0,4.0,152899.24,2.0,1.0,0.0,78650.95,1.0,0,1,0,1,0
696.0,46.0,5.0,0.0,2.0,0.0,1.0,176984.34,0.0,0,1,1,0,0
687.0,30.0,5.0,100755.66,1.0,1.0,0.0,131886.46,0.0,1,0,1,0,0
833.0,32.0,5.0,121250.04,1.0,1.0,1.0,37490.84,0.0,1,0,1,0,0
686.0,45.0,10.0,0.0,2.0,0.0,1.0,164741.5,0.0,0,1,1,0,0
575.0,42.0,6.0,128206.79,1.0,0.0,1.0,102520.37,0.0,1,0,1,0,0
584.0,48.0,7.0,0.0,2.0,1.0,1.0,136620.64,0.0,0,1,1,0,0
726.0,36.0,8.0,0.0,2.0,0.0,0.0,118716.63,0.0,1,0,1,0,0
733.0,32.0,9.0,0.0,1.0,1.0,1.0,140724.64,0.0,1,0,1,0,0
625.0,34.0,1.0,0.0,1.0,1.0,1.0,179978.68,0.0,0,1,1,0,0
719.0,30.0,1.0,0.0,2.0,1.0,0.0,86413.11,0.0,0,1,1,0,0
724.0,35.0,3.0,135927.05,1.0,1.0,1.0,196673.28,0.0,0,1,0,1,0
571.0,28.0,9.0,0.0,1.0,1.0,1.0,64448.36,0.0,0,1,0,0,1
699.0,40.0,9.0,0.0,2.0,1.0,0.0,164717.95,0.0,0,1,1,0,0
684.0,31.0,7.0,0.0,2.0,0.0,0.0,172665.43,0.0,0,1,1,0,0
814.0,37.0,8.0,151510.55,1.0,0.0,0.0,104769.96,0.0,0,1,0,1,0
694.0,48.0,10.0,0.0,2.0,1.0,1.0,106977.8,0.0,0,1,0,0,1
678.0,43.0,3.0,0.0,1.0,1.0,0.0,113048.19,1.0,1,0,1,0,0
707.0,42.0,9.0,0.0,2.0,1.0,1.0,184524.65,0.0,1,0,0,0,1
710.0,39.0,5.0,127545.94,2.0,0.0,1.0,90876.95,0.0,0,1,0,1,0
619.0,44.0,6.0,99580.13,1.0,1.0,0.0,120853.83,0.0,1,0,0,1,0
627.0,25.0,5.0,0.0,2.0,1.0,0.0,121840.2,0.0,0,1,0,0,1
560.0,34.0,8.0,0.0,1.0,1.0,1.0,19162.89,0.0,1,0,1,0,0
526.0,21.0,2.0,123599.49,1.0,1.0,0.0,140947.05,0.0,0,1,1,0,0
756.0,37.0,2.0,0.0,2.0,1.0,0.0,46735.32,0.0,1,0,1,0,0
646.0,35.0,2.0,128306.83,2.0,1.0,1.0,184474.72,0.0,0,1,0,1,0
637.0,38.0,9.0,0.0,1.0,1.0,0.0,70810.6,1.0,1,0,1,0,0
604.0,40.0,5.0,0.0,1.0,1.0,1.0,181177.9,1.0,1,0,1,0,0
640.0,45.0,9.0,0.0,1.0,0.0,0.0,96463.25,1.0,0,1,1,0,0
583.0,35.0,7.0,0.0,2.0,1.0,1.0,104982.39,0.0,0,1,1,0,0
607.0,46.0,1.0,0.0,1.0,1.0,0.0,124874.23,1.0,0,1,1,0,0
681.0,31.0,1.0,0.0,2.0,1.0,1.0,115638.29,0.0,1,0,1,0,0
573.0,46.0,3.0,0.0,1.0,1.0,0.0,56770.76,1.0,1,0,1,0,0
693.0,43.0,7.0,0.0,2.0,0.0,1.0,178642.73,0.0,0,1,0,0,1
724.0,33.0,2.0,0.0,2.0,1.0,0.0,151460.86,0.0,0,1,1,0,0
656.0,33.0,7.0,0.0,2.0,1.0,1.0,93769.89,0.0,1,0,1,0,0
679.0,36.0,2.0,0.0,2.0,0.0,0.0,84927.42,0.0,1,0,1,0,0
651.0,42.0,8.0,0.0,2.0,0.0,0.0,149613.77,0.0,0,1,0,0,1
738.0,47.0,1.0,103214.71,1.0,1.0,0.0,185547.76,1.0,0,1,0,1,0
632.0,43.0,4.0,0.0,1.0,1.0,0.0,107876.2,1.0,1,0,1,0,0
653.0,57.0,5.0,109493.62,1.0,1.0,1.0,131301.74,0.0,1,0,0,1,0
785.0,48.0,7.0,0.0,1.0,1.0,0.0,102908.91,1.0,1,0,1,0,0
743.0,28.0,7.0,0.0,2.0,1.0,1.0,54359.02,0.0,1,0,1,0,0
604.0,47.0,5.0,0.0,1.0,1.0,0.0,167984.72,1.0,0,1,1,0,0
714.0,25.0,6.0,152760.24,2.0,1.0,0.0,129912.74,0.0,1,0,0,1,0
736.0,44.0,9.0,0.0,1.0,0.0,1.0,109960.4,1.0,0,1,0,0,1
755.0,38.0,6.0,0.0,2.0,1.0,0.0,51536.99,0.0,0,1,1,0,0
579.0,43.0,3.0,0.0,1.0,0.0,0.0,132298.79,1.0,0,1,1,0,0
646.0,29.0,5.0,132623.6,2.0,0.0,1.0,129569.92,0.0,0,1,0,1,0
718.0,34.0,10.0,0.0,1.0,1.0,0.0,152956.33,0.0,1,0,1,0,0
685.0,35.0,5.0,86891.84,1.0,1.0,0.0,130910.78,0.0,1,0,1,0,0
714.0,40.0,1.0,0.0,2.0,1.0,0.0,51620.94,0.0,0,1,1,0,0
640.0,34.0,8.0,0.0,2.0,0.0,0.0,46787.33,0.0,0,1,1,0,0
576.0,71.0,4.0,0.0,2.0,1.0,1.0,137028.51,0.0,0,1,1,0,0
739.0,32.0,4.0,0.0,1.0,1.0,0.0,168035.63,1.0,1,0,1,0,0
729.0,43.0,4.0,0.0,2.0,1.0,1.0,67976.57,0.0,0,1,1,0,0
646.0,31.0,8.0,0.0,2.0,0.0,0.0,89566.64,0.0,1,0,0,0,1
717.0,30.0,9.0,0.0,2.0,0.0,0.0,148948.52,0.0,1,0,0,0,1
696.0,44.0,6.0,137936.94,1.0,1.0,0.0,53420.43,0.0,1,0,1,0,0
554.0,33.0,3.0,0.0,2.0,1.0,1.0,151326.98,0.0,1,0,1,0,0
637.0,41.0,3.0,0.0,2.0,1.0,0.0,123583.94,0.0,0,1,0,0,1
731.0,42.0,7.0,86656.13,1.0,1.0,0.0,168886.39,1.0,0,1,0,1,0
661.0,34.0,2.0,0.0,2.0,0.0,0.0,180712.28,0.0,0,1,0,0,1
661.0,29.0,7.0,0.0,2.0,1.0,1.0,162858.29,0.0,0,1,0,0,1
621.0,29.0,5.0,0.0,2.0,1.0,1.0,120790.02,0.0,0,1,1,0,0
667.0,44.0,6.0,0.0,1.0,1.0,1.0,63736.17,0.0,1,0,1,0,0
683.0,44.0,6.0,0.0,2.0,1.0,1.0,94450.97,0.0,0,1,1,0,0
655.0,59.0,6.0,113537.73,1.0,1.0,0.0,171971.25,1.0,0,1,0,1,0
662.0,41.0,3.0,0.0,1.0,1.0,1.0,147090.9,0.0,0,1,0,0,1
589.0,38.0,9.0,0.0,2.0,1.0,0.0,87834.24,0.0,0,1,1,0,0
693.0,41.0,8.0,0.0,2.0,1.0,1.0,151887.16,0.0,0,1,0,0,1
712.0,27.0,1.0,91070.21,1.0,1.0,1.0,123646.57,0.0,0,1,0,1,0
763.0,25.0,1.0,100471.34,2.0,1.0,1.0,172363.41,0.0,1,0,0,1,0
685.0,32.0,0.0,0.0,1.0,1.0,1.0,187987.01,0.0,1,0,1,0,0
683.0,37.0,5.0,0.0,2.0,1.0,0.0,54487.43,0.0,0,1,1,0,0
703.0,32.0,9.0,0.0,1.0,1.0,1.0,173870.39,0.0,0,1,1,0,0
619.0,34.0,4.0,0.0,2.0,1.0,1.0,161407.48,0.0,1,0,1,0,0
695.0,38.0,8.0,103818.49,2.0,1.0,0.0,35199.24,0.0,1,0,0,1,0
498.0,35.0,1.0,0.0,2.0,1.0,0.0,51703.09,1.0,1,0,0,0,1
614.0,51.0,5.0,0.0,2.0,1.0,0.0,172033.57,0.0,1,0,1,0,0
632.0,50.0,5.0,107419.28,1.0,1.0,0.0,126223.84,1.0,1,0,1,0,0
651.0,32.0,8.0,0.0,2.0,1.0,1.0,90905.26,0.0,0,1,0,0,1
687.0,46.0,6.0,90450.0,3.0,1.0,0.0,138770.21,1.0,0,1,0,1,0
579.0,30.0,7.0,0.0,2.0,1.0,0.0,182336.45,0.0,0,1,1,0,0
679.0,37.0,1.0,0.0,1.0,1.0,1.0,126812.63,1.0,0,1,0,0,1
725.0,47.0,6.0,0.0,2.0,1.0,1.0,65612.12,0.0,0,1,1,0,0
706.0,38.0,7.0,0.0,2.0,1.0,0.0,183494.87,0.0,0,1,1,0,0
582.0,37.0,8.0,0.0,2.0,1.0,1.0,90928.48,0.0,0,1,1,0,0
792.0,31.0,7.0,0.0,2.0,0.0,0.0,136506.86,0.0,0,1,1,0,0
741.0,42.0,9.0,149961.99,1.0,1.0,1.0,158891.83,0.0,0,1,0,1,0
785.0,29.0,4.0,153610.61,2.0,0.0,1.0,5698.97,0.0,0,1,0,0,1
705.0,36.0,8.0,0.0,2.0,1.0,1.0,124615.59,0.0,1,0,1,0,0
598.0,34.0,7.0,0.0,1.0,1.0,0.0,107948.72,0.0,0,1,0,0,1
543.0,35.0,4.0,0.0,1.0,1.0,0.0,143981.27,1.0,1,0,1,0,0
648.0,40.0,2.0,152347.01,1.0,0.0,1.0,104889.3,1.0,1,0,1,0,0
696.0,32.0,7.0,131286.46,1.0,1.0,1.0,27608.12,0.0,0,1,1,0,0
583.0,21.0,7.0,95984.21,1.0,0.0,1.0,199256.98,0.0,0,1,1,0,0
587.0,48.0,4.0,0.0,2.0,1.0,1.0,180162.27,0.0,1,0,0,0,1
735.0,24.0,5.0,0.0,2.0,1.0,0.0,115217.96,0.0,1,0,1,0,0
607.0,33.0,7.0,0.0,1.0,0.0,0.0,176925.69,0.0,0,1,1,0,0
595.0,43.0,1.0,0.0,2.0,1.0,1.0,88920.68,0.0,0,1,0,0,1
629.0,37.0,8.0,0.0,2.0,1.0,1.0,97938.59,0.0,0,1,1,0,0
573.0,54.0,7.0,0.0,1.0,1.0,0.0,127543.81,1.0,1,0,1,0,0
738.0,26.0,1.0,110624.99,2.0,1.0,0.0,180318.6,0.0,0,1,0,1,0
811.0,31.0,7.0,0.0,2.0,1.0,0.0,82870.75,0.0,0,1,1,0,0
682.0,31.0,1.0,0.0,2.0,1.0,1.0,71420.16,0.0,0,1,0,0,1
572.0,35.0,5.0,0.0,1.0,1.0,0.0,27166.75,1.0,0,1,0,0,1
671.0,44.0,5.0,104614.71,1.0,1.0,0.0,96832.79,1.0,0,1,0,1,0
633.0,37.0,4.0,113000.92,2.0,1.0,0.0,184936.77,0.0,0,1,0,1,0
684.0,40.0,5.0,0.0,2.0,1.0,0.0,85522.84,0.0,1,0,0,0,1
658.0,42.0,7.0,0.0,2.0,1.0,1.0,141860.62,0.0,1,0,0,0,1
565.0,40.0,5.0,0.0,2.0,1.0,0.0,97640.2,0.0,1,0,1,0,0
833.0,48.0,9.0,142296.13,2.0,1.0,0.0,178028.96,0.0,0,1,0,1,0
749.0,45.0,3.0,0.0,1.0,0.0,0.0,160546.58,1.0,1,0,1,0,0
753.0,53.0,7.0,0.0,1.0,1.0,1.0,143783.46,1.0,0,1,0,0,1
632.0,42.0,1.0,133801.49,1.0,0.0,0.0,130404.53,1.0,0,1,1,0,0
589.0,46.0,0.0,0.0,2.0,1.0,0.0,135920.54,0.0,1,0,1,0,0
678.0,39.0,1.0,0.0,1.0,1.0,0.0,52629.73,0.0,0,1,1,0,0
687.0,38.0,10.0,0.0,2.0,1.0,1.0,89566.64,0.0,1,0,1,0,0
730.0,41.0,7.0,0.0,2.0,1.0,1.0,47318.75,0.0,1,0,1,0,0
731.0,35.0,5.0,0.0,2.0,1.0,0.0,100809.99,0.0,0,1,1,0,0
676.0,33.0,8.0,0.0,2.0,0.0,0.0,141446.01,0.0,1,0,1,0,0
591.0,35.0,4.0,0.0,2.0,1.0,1.0,64831.36,0.0,0,1,0,0,1
755.0,35.0,1.0,142658.04,2.0,1.0,0.0,143463.28,0.0,1,0,0,1,0
557.0,40.0,9.0,0.0,1.0,1.0,0.0,90537.47,1.0,0,1,1,0,0
679.0,42.0,8.0,0.0,1.0,1.0,1.0,129569.92,0.0,0,1,1,0,0
591.0,36.0,9.0,100433.8,1.0,1.0,0.0,169763.89,0.0,0,1,0,1,0
656.0,40.0,8.0,0.0,2.0,1.0,0.0,38802.03,0.0,0,1,0,0,1
553.0,33.0,4.0,0.0,2.0,1.0,1.0,51695.41,0.0,0,1,1,0,0
696.0,36.0,8.0,0.0,2.0,1.0,0.0,126495.39,0.0,1,0,1,0,0
733.0,32.0,2.0,0.0,2.0,1.0,0.0,148098.95,0.0,0,1,1,0,0
682.0,41.0,3.0,95167.55,1.0,0.0,1.0,72993.65,0.0,0,1,1,0,0
634.0,33.0,7.0,0.0,2.0,1.0,1.0,58445.88,0.0,0,1,0,0,1
727.0,39.0,7.0,0.0,2.0,1.0,1.0,116885.59,0.0,0,1,1,0,0
641.0,45.0,1.0,125801.03,2.0,1.0,0.0,92915.84,0.0,1,0,0,1,0
638.0,33.0,5.0,0.0,2.0,1.0,1.0,173495.77,0.0,0,1,0,0,1
578.0,24.0,4.0,133776.86,2.0,1.0,0.0,128882.66,0.0,0,1,0,1,0
706.0,36.0,10.0,0.0,2.0,1.0,1.0,38587.7,0.0,0,1,0,0,1
583.0,40.0,6.0,139973.65,1.0,1.0,0.0,186841.71,0.0,1,0,0,0,1
822.0,30.0,8.0,0.0,2.0,0.0,1.0,67611.36,0.0,1,0,1,0,0
542.0,46.0,7.0,0.0,2.0,1.0,1.0,120893.85,0.0,0,1,1,0,0
721.0,42.0,1.0,120825.17,1.0,1.0,0.0,1276.87,1.0,0,1,0,1,0
732.0,24.0,10.0,0.0,2.0,1.0,0.0,126396.01,0.0,0,1,0,0,1
625.0,33.0,1.0,118233.81,1.0,1.0,1.0,47832.82,1.0,0,1,0,1,0
660.0,26.0,6.0,0.0,2.0,1.0,1.0,78896.59,0.0,0,1,0,0,1
554.0,46.0,5.0,121626.9,1.0,1.0,0.0,184954.11,1.0,0,1,0,1,0
615.0,40.0,6.0,117300.02,1.0,1.0,0.0,172576.43,1.0,1,0,0,1,0
679.0,41.0,7.0,0.0,2.0,1.0,1.0,149920.92,0.0,1,0,1,0,0
598.0,42.0,2.0,0.0,1.0,1.0,1.0,6761.84,1.0,1,0,1,0,0
628.0,50.0,9.0,130627.66,3.0,0.0,1.0,111032.79,1.0,1,0,0,1,0
614.0,50.0,6.0,123544.0,2.0,1.0,1.0,129964.94,0.0,0,1,1,0,0
638.0,39.0,5.0,0.0,2.0,0.0,0.0,179861.79,0.0,0,1,1,0,0
748.0,39.0,9.0,124098.54,1.0,1.0,0.0,71178.09,1.0,0,1,0,1,0
749.0,38.0,0.0,0.0,2.0,1.0,1.0,10553.31,0.0,1,0,1,0,0
573.0,36.0,5.0,0.0,1.0,0.0,0.0,70810.6,1.0,0,1,1,0,0
714.0,34.0,3.0,119839.69,2.0,1.0,1.0,103970.58,0.0,1,0,0,1,0
768.0,34.0,8.0,0.0,2.0,1.0,0.0,77972.45,0.0,0,1,0,0,1
725.0,38.0,8.0,0.0,2.0,1.0,0.0,104769.96,0.0,1,0,1,0,0
678.0,41.0,9.0,0.0,2.0,0.0,0.0,180622.43,0.0,0,1,1,0,0
634.0,41.0,1.0,133377.8,2.0,0.0,1.0,166677.54,0.0,1,0,1,0,0
735.0,47.0,2.0,0.0,1.0,1.0,1.0,141841.31,0.0,0,1,1,0,0
648.0,31.0,2.0,126772.57,1.0,1.0,1.0,944.0,0.0,0,1,0,1,0
774.0,30.0,8.0,0.0,2.0,1.0,1.0,62402.38,0.0,0,1,0,0,1
559.0,22.0,5.0,0.0,1.0,1.0,0.0,73470.98,0.0,0,1,1,0,0
810.0,43.0,8.0,0.0,1.0,0.0,1.0,141446.01,0.0,0,1,1,0,0
624.0,44.0,7.0,137852.96,1.0,1.0,0.0,57553.98,0.0,1,0,1,0,0
727.0,46.0,10.0,104832.49,2.0,1.0,0.0,177614.17,0.0,1,0,0,1,0
591.0,47.0,1.0,115221.36,1.0,1.0,0.0,161884.97,1.0,1,0,0,1,0
498.0,32.0,7.0,0.0,1.0,1.0,0.0,74850.84,0.0,1,0,1,0,0
516.0,48.0,9.0,0.0,1.0,1.0,1.0,72945.61,0.0,0,1,1,0,0
597.0,40.0,1.0,0.0,1.0,1.0,0.0,163471.01,0.0,1,0,1,0,0
619.0,47.0,4.0,68892.77,1.0,0.0,0.0,131093.99,1.0,1,0,0,0,1
678.0,38.0,5.0,0.0,1.0,1.0,0.0,84300.4,1.0,1,0,1,0,0
745.0,29.0,8.0,129855.32,2.0,1.0,1.0,116973.48,0.0,0,1,0,1,0
637.0,46.0,0.0,127864.22,1.0,1.0,1.0,151336.96,0.0,0,1,0,1,0
773.0,41.0,5.0,0.0,2.0,1.0,0.0,131283.6,0.0,0,1,1,0,0
583.0,31.0,3.0,142643.54,1.0,1.0,0.0,136301.1,0.0,0,1,1,0,0
667.0,32.0,2.0,0.0,2.0,0.0,0.0,127847.25,0.0,0,1,1,0,0
703.0,27.0,1.0,127637.92,1.0,1.0,1.0,121798.52,0.0,1,0,1,0,0
679.0,55.0,4.0,152683.53,1.0,1.0,1.0,92664.09,0.0,0,1,1,0,0
806.0,38.0,6.0,0.0,2.0,0.0,0.0,49812.68,0.0,0,1,1,0,0
577.0,35.0,3.0,157761.56,1.0,1.0,1.0,93718.15,0.0,0,1,0,0,1
712.0,26.0,9.0,134936.94,1.0,1.0,0.0,71323.23,0.0,0,1,1,0,0
709.0,35.0,10.0,0.0,2.0,1.0,1.0,40313.47,0.0,0,1,1,0,0
